,VADER_BTC,VADER_ETH,BERT_BTC,BERT_ETH,entropy_abs_strength_BTC,entropy_abs_strength_ETH,entropy_negative_BTC,entropy_negative_ETH,entropy_positive_BTC,entropy_positive_ETH,Dates,VADER_BTC_nonsmooth,BERT_BTC_nonsmooth,VADER_ETH_nonsmooth,BERT_ETH_nonsmooth,entropy_abs_strength_BTC_nonsmooth,entropy_negative_BTC_nonsmooth,entropy_positive_BTC_nonsmooth,entropy_abs_strength_ETH_nonsmooth,entropy_negative_ETH_nonsmooth,entropy_positive_ETH_nonsmooth
10,-1.1424236912692496,0.1628390633114591,1.1513427794701812,2.065930832479947,2.217234988372137,3.2115702865365066,2.7226728674834275,2.9365044396669804,-5.823770241304664,3.2620221756368823,2017-08-21,-1.98489240365022,1.3811981845924777,-0.10027643828032941,1.5198754215941874,1.9166052694256586,2.5888217543739365,-10.149013937448883,3.7551587342194765,2.936504439666981,3.6148959442123205
11,-1.4456173245844823,0.07998230924681941,1.2215021881138155,1.8760231254891384,2.1107510607950677,3.382336904706457,2.6755887802339937,2.936504439666981,-7.376766983539071,3.373171920352346,2017-08-22,-2.1223554332066294,1.4911158605054389,-0.2096290279579074,1.3903256011944385,1.858478462542598,2.5607831471501274,-10.870977195640847,3.982131190597226,2.936504439666981,3.76032312768754
12,-1.692380558015595,-0.012277719441488668,1.3055267948573872,1.7065895554843142,2.0206564758046737,3.5730941336560598,2.634958451856128,2.936504439666981,-8.647079027504843,3.496547350138641,2017-08-23,-2.214069850559525,1.6093867534268806,-0.32324292748495276,1.2780563446799929,1.81430827704816,2.538250909030644,-11.361317587854538,4.21779627536116,2.936504439666981,3.910777146875375
13,-1.8862739874561238,-0.11222703449539817,1.4015792726704106,1.556565598098581,1.946140326334938,3.780075979254158,2.6004660857607504,2.9365044396669804,-9.651726983965437,3.6297488485430285,2017-08-24,-2.263596251602446,1.7341735363263189,-0.43940414860339827,1.1820031276839564,1.783283805876327,2.5209092434264075,-11.637055724853424,4.458387994380127,2.936504439666981,4.063858385323085
14,-2.0308582087996045,-0.21815164765684208,1.5078222945224007,1.4248867289650444,1.8863917053198427,3.9995164473695968,2.5717958853587803,2.936504439666981,-10.407731463684312,3.770376799112771,2017-08-25,-2.2744952322289254,1.8636388821732668,-0.5563987030551774,1.1011014258394347,1.7645941419610807,2.5084423537483342,-11.715212217400957,4.700140353522965,2.936504439666981,4.217167226577934
15,-2.1296938179395726,-0.3283375706677534,1.622418533382872,1.310488423716811,1.8405997056933694,4.227649543871221,2.548632054061135,2.936504439666981,-10.93211307742492,3.9160315853951277,2017-08-26,-2.250327388332501,1.9959454639372392,-0.6725126025822227,1.0342867147795347,1.7574283782364029,2.5005344434073455,-11.61280767626058,4.939287358658524,2.936504439666981,4.368304054187181
16,-2.1863414107695647,-0.44107081527006503,1.7435306622213391,1.2123061579869867,1.8079534203895005,4.460709274627875,2.5306587952787365,2.9365044396669804,-11.241892435950714,4.064313590937361,2017-08-27,-2.1946533158067076,2.129255954587751,-0.7860318589264672,0.9804944701373619,1.7609756076362766,2.496869715814361,-11.34686271219577,5.172063015655647,2.936504439666981,4.514869251698087
17,-2.2043615831831165,-0.5546373932057099,1.869321354007316,1.1292754074086773,1.787641942342218,4.694929645508403,2.5175603124225026,2.936504439666981,-11.354090150025154,4.212823199286731,2017-08-28,-2.111033610545081,2.2617330270943166,-0.8952424838298443,0.9386601675460224,1.774424923094683,2.4971323743802976,-10.934397935969965,5.394701330383179,2.936504439666981,4.654463202657916
18,-2.1873149310737636,-0.6673233162166213,1.9979532817103176,1.0603316476149893,1.778854364485505,4.9265446623816525,2.509020808903352,2.9365044396669804,-11.285726830411694,4.3591607939905,2017-08-29,-2.003028868441159,2.3915393544264503,-0.9984304890342862,0.9077192826386223,1.7969654175456051,2.5010066225160767,-10.392433958346631,5.603436308709964,2.936504439666981,4.784686290613925
19,-2.138762050335042,-0.7774145960447318,2.1275891182998583,1.0044103542390286,1.780779779753343,5.151788331116465,2.5047244881322053,2.936504439666981,-11.053823087873791,4.50092675859593,2017-08-30,-1.8741996853884753,2.516837609553666,-1.0938818862817266,0.8866072910482677,1.8277861839230245,2.508176663632616,-9.737991390089213,5.794501956504847,2.936504439666981,4.903138899113378
20,-2.062263536860488,-0.8831972444319746,2.256391536745453,0.9604470029139012,1.792607281079714,5.366894657581686,2.5043555535199813,2.936504439666981,-10.6753995331749,4.6357214766502794,2017-08-31,-1.7281066572805668,2.63579046544548,-1.1798826873140982,0.8742596684080648,1.866076315160924,2.5183267011408375,-8.988090841961178,5.964132279636673,2.936504439666981,5.007421411703535
21,-1.9613799865436372,-0.9829572731202827,2.3825232100166156,0.9273770692727135,1.8135259613986001,5.56809764764616,2.507598208477599,2.9365044396669804,-10.167476777078475,4.761145331700811,2017-09-01,-1.5683103800109695,2.746560595071405,-1.2547189038733342,0.8696118903511196,1.9110249041932856,2.531140938451657,-8.159752924725977,6.108561283974286,2.936504439666981,5.095134211931658
22,-1.8396719952780252,-1.0749806938515891,2.504146811082861,0.904136028948571,1.8427249136439843,5.751631307178733,2.5141366564159773,2.936504439666981,-9.547075430347972,4.8747987072947865,2017-09-02,-1.398371449473219,2.847310671400957,-1.316676547701367,0.8715994325105384,1.961821043954091,2.5463035789759956,-7.269998249147063,6.224022975386532,2.936504439666981,5.163877683345007
23,-1.7007001589571888,-1.1575535183678267,2.619425012913703,0.8896593575745804,1.879393230749848,5.9137296420482475,2.523655100746036,2.936504439666981,-8.831216103746845,4.974281986979466,2017-09-03,-1.221850461560851,2.9362033674036496,-1.3640416305401302,0.8791577705194268,2.017653827377323,2.5634988261247718,-6.335847425987897,6.306751359742253,2.936504439666981,5.211252209490843
24,-1.5480250734746632,-1.2289617584109285,2.726520488478658,0.8828825307838473,1.9227200056501739,6.05062665812355,2.535837744878694,2.9365044396669804,-8.036919408038555,5.057195554302111,2017-09-04,-1.0423080121674022,3.0114013560489967,-1.3951001641315564,0.8912223800108913,2.0777123473969636,2.5824108833089063,-5.374321066011931,6.352980442910297,2.936504439666981,5.234858173916429
25,-1.3852073347239844,-1.2874914257228274,2.823595910747239,0.882741024209478,1.9718943312789439,6.158556361273485,2.5503687922248717,2.936504439666981,-7.181205953986554,5.121139792809982,2017-09-05,-0.8633046971864075,3.071067310306515,-1.4081381602175789,0.9067287366180374,2.1411856969469945,2.602723953939317,-4.402439779982618,6.358944230759507,2.936504439666981,5.232295960169024
26,-1.2158075385986886,-1.3314285320454566,2.90881395268896,0.8881703134845785,2.02610530057014,6.233752757366896,2.5669324461954868,2.9365044396669804,-6.2810963523542975,5.163715086050341,2017-09-06,-0.6884011125114039,3.113363903145717,-1.4014416305401305,0.9246123159739721,2.207262968961399,2.624122241426923,-3.4372241786634214,6.320876729158728,2.936504439666981,5.201165951795892
27,-1.0433862809923113,-1.3590590891207488,2.980337287273337,0.8981058742422553,2.084542006457745,6.272449852272629,2.5852129102014594,2.936504439666981,-5.353611213905244,5.182521817570449,2017-09-07,-0.5211578540359264,3.1364538075361175,-1.373296586841144,0.9438085937118009,2.275133256374158,2.6462899491826444,-2.495694872817791,6.2350119439768035,2.936504439666981,5.139068532344292
28,-0.8715041577983887,-1.368669108690637,3.036328587469883,0.9114831821156137,2.146393541875741,6.270881651859528,2.6048943876537085,2.936504439666981,-4.415771149402843,5.175160370917567,2017-09-08,-0.36513551765351143,3.1384996964472314,-1.3219890408625523,0.9632530454646295,2.3439856521192546,2.668911280617401,-1.5948724732091817,6.097583881082579,2.936504439666981,5.043604085361483
29,-0.7037217649104568,-1.3585446024970544,3.0749505262481143,0.9272377127377605,2.210848999758109,6.2252821619964385,2.625661081963153,2.9365044396669804,-3.4845967696105555,5.139231129638956,2017-09-09,-0.22389469925769465,3.1176642428485732,-1.245805004346289,0.981881146865565,2.4130092491306705,2.69167043914211,-0.7517775906010526,5.9048265463449,2.936504439666981,4.912372994394731
30,-0.5435996982220511,-1.3269715822819337,3.0943657765775443,0.9443049417418011,2.2770974730388325,6.131885388552203,2.6471971965407133,2.936504439666981,-2.5771086852918366,5.072334477281878,2017-09-10,-0.10099599474201248,3.072110119709658,-1.1430304890342864,0.9986283735477126,2.481393140342388,2.714251628167692,0.016569164243140366,5.652973945632611,2.936504439666981,4.742975642991294
31,-0.394698553626708,-1.2722360597872087,3.0927370114276878,0.9616203447608422,2.3443280546518936,5.986925337395669,2.6691869347973074,2.936504439666981,-1.7103275072101398,4.9720707973935925,2017-09-11,0.0,3.0,-1.0119515066684783,1.0124302011441788,2.54832641868839,2.736339051105066,0.6931471805599453,5.338260084814555,2.936504439666981,4.533012414698435
32,-0.26042931472338904,-1.1926240467548108,3.0683758033983173,0.9781193974279898,2.411719397849003,5.78663601439568,2.691314500143856,2.9365044396669804,-0.9006601037696004,4.836040473521363,2017-09-12,0.07657997513682545,2.9005388541009243,-0.8508540689907969,1.0222221052880696,2.612925099326761,2.7576169113651523,1.2652320441011586,4.956918969759578,2.936504439666981,4.280083693063413
33,-0.1434549036381851,-1.0864215549266745,3.020338223240501,0.9927375753763498,2.4783979574705177,5.5272514254210785,2.713264095991277,2.936504439666981,-0.16144463157774017,4.661843889212449,2017-09-13,0.1304197650850238,2.777100842041005,-0.6580241877431753,1.026939561612491,2.6740128863120027,2.7777694123588685,1.7372841266795997,4.505184606336526,2.936504439666981,3.98178986163349
34,-0.04554056872974214,-0.9519145960447322,2.9485737394868594,1.004410354239028,2.543427550263169,5.205005576340713,2.7347199257504893,2.9365044396669804,0.4976632069138502,4.447081428014111,2017-09-14,0.1642424903231744,2.6341024212606245,-0.4317478746675465,1.025518045750549,2.7303404059227194,2.7964807574971347,2.1180599966233413,3.97929100041424,2.936504439666981,3.635731303955927
35,0.0324461154107389,-0.7873891818509166,2.8539252184515647,1.012073209649131,2.6058093548800634,4.816132473023425,2.755366192832413,2.936504439666981,1.0706901634095123,4.189353473473611,2017-09-15,0.18077127132985582,2.475960049200169,-0.17031114150584403,1.01689303333535,2.780658284437514,2.8134351501908696,2.416316222260454,3.3754721578615685,2.936504439666981,3.239508403577986
36,0.09053524795950205,-0.5911313240871612,2.738128924230343,1.0146616172397644,2.664481911880681,4.356866121338062,2.7748871006479683,2.936504439666981,1.5553454437695218,3.8862604091382105,2017-09-16,0.1827292285836474,2.307090183300021,0.128,1.0,2.8237171481349925,2.828316793850994,2.6408093719190138,2.689962084547354,2.936504439666981,2.7907215440469275
37,0.12965460186023642,-0.3676269685108345,2.603814518700472,1.0148575638758055,2.718321123730877,3.8342438321596015,2.7929668526080733,2.932352962168172,1.953020708010086,3.5379484954210763,2017-09-17,0.1728394825631281,2.1319092810005653,0.4215,1.0,2.8582676232937585,2.8408098918884255,2.800296013927091,1.99461792138339,2.9074440971753215,2.3047922469713544
38,0.15162962382407594,-0.14483477385405644,2.454505061520785,1.0291268783197776,2.7661402548028806,3.2966091730165124,2.809289652123647,2.919255471155964,2.2687900703033455,3.155040430069076,2017-09-18,0.1538251537468767,1.954833799742186,0.5475938559289677,1.1123154022519834,2.883060336192416,2.8505986477140834,2.9035327166127587,1.5748174708129279,2.8448220025815236,1.8526559572344368
39,0.15903382203502553,0.04972178257058246,2.2944681105014055,1.0716708854187944,2.8067003710575675,2.793574199588121,2.823539702605609,2.8941910758469973,2.5107963566180502,2.752169437045372,2017-09-19,0.12840936261347255,1.7802801969652675,0.5110418259816754,1.320030154981187,2.8968459131095705,2.8573672647388877,2.9592760483040905,1.4356741557608383,2.761053672504211,1.4599867418974857
40,0.1545903169716642,0.19648136197245028,2.128120123082718,1.1494776918433527,2.838752098773542,2.3633091873274252,2.8354012074648787,2.8559125306891433,2.6877961352822726,2.3457263195335902,2017-09-20,0.09931522964149445,1.612664930110193,0.36929286806989925,1.5715872065843985,2.8983749803238235,2.8607999463737572,2.9762825773291586,1.493329520511658,2.6685546235620063,1.136688039051014
41,0.14102222911257092,0.2838447640828734,1.9598775567051072,1.2623221860873322,2.8610460642294084,2.0325426314610944,2.844558370112376,2.8049462353615087,2.808545974624086,1.9538594599378194,2017-09-21,0.06926587530952151,1.456404456617348,0.17979594010541552,1.8154295054584069,2.8863981641137824,2.860580896029612,2.9633088720160368,1.6639251093499237,2.579740372373534,0.8926632867855333
42,0.12105267893632478,0.30817492715513684,1.7941568688089566,1.4027660384679965,2.8723328937037707,1.8165612469894665,2.8506953939590187,2.743592234774428,2.8818024429715634,1.5964748198826155,2017-09-22,0.040984420096132776,1.3159152339271154,0.0,2.0,2.8596660907580502,2.8563943171173705,2.9291115006927964,1.8636024665601727,2.507026435557418,0.7378159231915564
43,0.09740478692150477,0.27218304715422875,1.6353745168346505,1.5578372433610739,2.871363213475233,1.7214019492908785,2.853496482415727,2.675563814597134,2.9163221086527775,1.2947011654681322,2017-09-23,0.017193984479907255,1.1956137194798804,-0.12394316000635668,2.0854984342515412,2.8169293865352305,2.8479244130479517,2.8824470316875104,2.0238470006572373,2.460305498425927,0.6783059631455459
44,0.07280167354668989,0.18467298853125658,1.487946958222574,1.7120017769093145,2.8568876498224003,1.7418164715328401,2.85264583889342,2.608697360867219,2.9208615399958004,1.0662050914247627,2017-09-24,0.0006176889394239361,1.0999163707160267,-0.19107041036080505,2.0791517348376845,2.756938677723929,2.8348553872322766,2.8320720333282523,2.1375195770771245,2.4393789210659134,0.7053197286677662
45,0.04996645929045919,0.07620018237250681,1.35629065041311,1.8388058085916967,2.827656829023877,1.832960393629013,2.847827666803017,2.551083536535269,2.9041773053287057,0.9167256859004762,2017-09-25,-0.006021346046738152,1.0332396450759385,-0.21171578718228073,1.9999436240286588,2.6784445906027496,2.816871443081262,2.7867430739430947,2.212824925486137,2.4415252322578724,0.8063001185644318
46,0.03162226463139168,-0.02483626799483541,1.2448220508466432,1.9169240470364834,2.7824213773582653,1.9504309107418334,2.8387261695554367,2.508650577717853,2.8750259729795653,0.8465404415782294,2017-09-26,0.0,1.0,-0.19621332658972018,1.8668578240946945,2.580197751450296,2.7936567840058286,2.7552167218601102,2.2579677755505796,2.464022960782302,0.9686900316417582
47,0.01940441867116473,-0.09972054410511515,1.1570380137260199,1.9351084542824293,2.7219289019868507,2.062977101659704,2.8251295108071703,2.4851642936975233,2.8416678119204826,0.8527182026717931,2017-09-27,0.013790307919905792,0.9981766702658315,-0.15489706470205886,1.6988780573060187,2.474927652723919,2.765623335135891,2.7427754499155768,2.281152856936752,2.504150635419698,1.1799323667059598
48,0.009509293626947373,-0.13942011235420776,1.091837377066399,1.89218824577878,2.6569119144843043,2.1524999287969946,2.8073456554425604,2.4822280669228127,2.809881594343705,0.9291191649257529,2017-09-28,0.0,1.0,-0.09810103763823279,1.514988045932862,2.4312792515959565,2.736093908477345,2.7408053489785957,2.290584899310959,2.5591867849505583,1.4274700225632524
49,-0.005736679096609483,-0.1445857239995189,1.0440307738708905,1.7970698903852733,2.60583799029326,2.2140522381940415,2.7863063298193764,2.4992828530082356,2.7822633064898317,1.066394875615509,2017-09-29,-0.06573738896876521,0.9812690115585567,-0.03615928151717812,1.3341715122454532,2.5021486214207407,2.7091190377550833,2.7357834857156846,2.2944686323395023,2.6264099381553776,1.6987458980198498
50,-0.027249779111805567,-0.12393753434972944,1.0100582897832715,1.6670575681370559,2.5779224830118843,2.25364677891282,2.7635670217688117,2.533967585206625,2.7574061893845037,1.2525230082921408,2017-09-30,-0.13339771562646532,0.9578063308665469,0.020594167542169625,1.1754121785140201,2.6215208355656,2.6887492566939977,2.7084472119502094,2.3010087856886843,2.7030986238146544,1.981202891881968
51,-0.04653218959899937,-0.08780957952377523,0.9894188775011623,1.521135001304357,2.5688817029657676,2.2794882806196317,2.7413069805954833,2.5835607922984782,2.7296957490225746,1.474946461761863,2017-10-01,-0.13435918447093276,0.9554404847412634,0.061825273420874405,1.057693767008793,2.6936532174011116,2.67903509901898,2.638098950794749,2.3184100890248085,2.786531370708885,2.2622839029558213
52,-0.04567199730660822,-0.046535895640592274,0.9846703567760284,1.3782859121574058,2.560932917207925,2.29978147298078,2.722329217077435,2.6453410030642917,2.689309756368115,1.7211081348308903,2017-10-02,0.0,1.0,0.0772,1.0,2.622803090297852,2.684027098454922,2.5040411253618813,2.3548772720141766,2.873986707618566,2.5294318300476233
53,-0.008221183817121289,-0.01000979799820159,0.9954792497357016,1.2566909917348157,2.526610463409081,2.322359896083609,2.710060503466134,2.7166358816830507,2.6233712437516696,1.9786866708602278,2017-10-03,0.26215569442640846,1.0756622507177116,0.0594693569070146,1.0156933811365616,2.3399405748583857,2.707775788726716,2.2936471335449897,2.4160167372703807,2.963087111113615,2.7717397838471203
54,0.038380200765749314,0.014079002209949782,0.9957397254120112,1.1705157749171218,2.4420332245361247,2.353201142120668,2.7084474132408998,2.7950187693261848,2.521056789815255,2.2365394359848287,2017-10-04,0.34,1.0,0.013724536755000735,1.0956515395821629,1.882886980613227,2.754331703559254,2.0265742723606763,2.497041579196167,3.0528308489216367,2.984901722578168
55,0.04503187109603372,0.020685118715903634,0.958116340232898,1.1291076091951673,2.2993909872918534,2.3960556658107555,2.7201912922418923,2.8783578195560557,2.389623335539373,2.4849382636683863,2017-10-05,0.046561692311990754,0.7366363037462083,-0.05185822209655584,1.22513088587918,1.4327835908860542,2.8183010614842927,1.8207711690474222,2.5905665651415686,3.142560136559657,3.1662618163481517
56,0.05442292666300018,0.0074074901771907,0.9607921957245329,1.136995654670101,2.175826954981071,2.4524467843989153,2.741247546885603,2.9648159983259594,2.3066639622382765,2.7155694547033304,2017-10-06,0.0,1.0,-0.12910268128816862,1.3893878305699896,1.6372003952452652,2.856512820261057,2.1550678726080097,2.689206462456621,3.2316171895447003,3.313164235264459
57,0.13620831460963806,-0.025510619823169482,1.1096770056007406,1.1938908840533793,2.146428644523418,2.5216706776564406,2.7566056807049044,3.052851083980122,2.3238496478020543,2.9215337772108314,2017-10-07,0.4391,2.0,-0.20983260246035162,1.573678784196968,2.4157326623620294,2.79625619342911,2.828747010896656,2.7855760384913606,3.319344223393793,3.4229531494344734
58,0.16643105524834279,-0.07518162277666847,1.2588997934948458,1.2946860826667645,2.0051184956481625,2.6007963878808704,2.7377881249618716,3.141215667253704,2.2253025874552192,3.0973464666407966,2017-10-08,0.0772,2.0,-0.2858717472536185,1.76326015730249,1.7044821752743233,2.547312208817749,1.948269528366901,2.8722900605958195,3.40508345362396,3.492972728965582
59,0.14408039294698163,-0.13607360524930895,1.3453505716261294,1.4294558484423265,1.829220743197861,2.684665819895993,2.675907194727322,3.2289571512727986,2.0917990828638735,3.238937225771875,2017-10-09,-0.1564546361095277,1.6051554469189864,-0.3490438773084833,1.9433883604289328,1.391518823145743,2.2508605868130718,1.5695165932224633,2.9419632961200337,3.4881770957522282,3.520567143965169
60,0.0917627767645389,-0.20045104970251956,1.36619455923882,1.5842596231540564,1.727600796285154,2.766264930630801,2.5906470217945055,3.3153686161559426,2.025760925308594,3.343414480156661,2017-10-10,-0.10406761885069096,1.2215701640065446,-0.39117275426545967,2.0993198041186734,1.6286009464694362,2.1109545781970023,1.8313800306580308,2.987210512414037,3.567967365295622,3.503080564540623
61,0.04319134819311031,-0.26013771777681416,1.36619455923882,1.7443538173443314,1.7135741522719548,2.8382084874353297,2.530263554679108,3.399792277420161,2.0286705970251493,3.408122399902541,2017-10-11,0.0,1.0,-0.40408213976506147,2.216310898914087,1.7847004725208322,2.3316474337514705,2.046941974376562,3.0006464768278662,3.6437964777711676,3.4378571607993273
62,0.03653967786282591,-0.30695737111270655,1.4038179444179328,1.8949948415555273,1.7255854365943757,2.8931112576596134,2.5248585986011634,3.48157035058248,2.0287431448906452,3.4304051551169,2017-10-12,0.0,1.0,-0.37959579544780264,2.279618055357551,1.5168625811429997,2.7804663689386815,1.8212790041058928,2.974885956711554,3.7150066486958897,3.322241102848669
63,0.03653967786282591,-0.3327337713507106,1.4038179444179328,2.0214391063300203,1.6937012382367287,2.923588008653687,2.48256497287338,3.5600450511599253,1.9684426589973751,3.4076069159071247,2017-10-13,0.0,1.0,-0.30953748295419686,2.2744976839914397,1.4140110067417364,2.5604574401665747,1.73296447135512,2.9025437194151356,3.780940093586815,3.153576560796033
64,-0.026188893565745518,-0.3292906801313401,1.26096080156079,2.1089430222101866,1.5643791064620978,2.9222535077675844,2.437853549325361,3.6345585946695214,1.8365112103949885,3.3370718523806007,2017-10-14,0.0,1.0,-0.18573096392475807,2.186206195358131,1.5104777399396119,2.4832762285929766,1.9052268706799527,2.7762345322886453,3.8409390279609688,2.929207704748805
65,-0.030135670965440314,-0.2884518590951089,1.118203591025705,2.142762999738402,1.5658908236076126,2.881722522351341,2.463625882446006,3.7044531966282954,1.8756098430570896,3.216144134644714,2017-10-15,0.04957255820213643,1.0006995262544054,0.0,2.0,1.7150641952929286,2.727718540662263,2.221959957001607,2.588573162682118,3.894345667335376,2.646478704814371
66,0.003243562764492213,-0.20459440263217796,1.0317528128944213,2.1104296540057783,1.6144188358321359,2.796473849068153,2.5470736111154357,3.7690710725532712,1.926946241390402,3.0446753973019076,2017-10-16,0.0772,1.0,0.23795831793203306,1.7170549403005684,1.7312149087174056,2.83499468749908,1.9288713815556497,2.345222583137714,3.940502227227061,2.320285982565523
67,0.018110365457448065,-0.08486206888094443,1.0000999323220578,2.0108446228471015,1.5739837021028156,2.6703064311470177,2.6038071373308265,3.827754437961476,1.764341548519247,2.8350545974299135,2017-10-17,0.0,1.0,0.446953581993175,1.402224586007931,1.3455550103641953,2.50808926170474,0.6931471805599453,2.1040385869660905,3.9787509231530533,2.035734965436668
68,-0.0026765531655603574,0.04828138752231139,1.0001722708157448,1.8565547713895643,1.4437819398789513,2.5182033876958982,2.5965773497102225,3.8798455083699337,1.4757116332303633,2.6147154790768132,2017-10-18,-0.14550843036105895,1.000506369455808,0.5279220550577294,1.1362819387113279,0.8732881369537827,2.28103892040724,0.026532567354375505,1.9359251726700304,4.008433970630375,1.8954833323276212
69,-0.04029085973641928,0.1570522154434261,1.000313371607136,1.6737521920527711,1.309931805965461,2.366332013701722,2.520741458769043,3.924686499295672,1.2139493471589646,2.4261365732610307,2017-10-19,-0.2633001459960125,1.0009877055397383,0.38180000000000003,1.0,0.5799116437485674,2.2496151323504296,-0.011056998393896532,1.9117863387523182,4.028893585176053,2.0021887621381977
70,-0.07592540096969924,0.2012718558654542,1.000452684300536,1.4916810943397085,1.2054201350762848,2.2459183919911885,2.4888639928034295,3.961619626255714,0.9849785269931999,2.3102262587989975,2017-10-20,-0.24944178863295974,1.0009751888537988,0.0,1.0,0.6824293105175024,2.3373151784072754,0.13016873019476613,2.059648367441403,4.039471982307112,2.342204359561795
71,-0.07592540096969924,0.17919033657894415,1.000452684300536,1.3097934966975304,1.189329731803418,2.1728942906515116,2.4866297229259673,3.989987104767087,0.7128032597532066,2.254963135341521,2017-10-21,0.0,1.0,-0.3403015989303285,0.9129930118628866,1.3978449170295424,2.4676363394507432,0.0,2.2650658229109077,4.039511377540578,2.542365840546473
72,-0.040721480712861594,0.09690202171651928,1.0003527519784778,1.125268647096106,1.2639286416072488,2.158365573301226,2.4632522023104726,4.009131150346816,0.39538040875297703,2.2391816031044898,2017-10-22,0.296,1.0,-0.576018204036974,0.7083260527900278,2.2372565639197464,2.5640758963538017,0.0,2.4868721412301205,4.028353986393478,2.5360079791551486
73,-0.05175005214143302,-0.03997841526760477,1.0003527519784778,0.9402669511761734,1.2202397674224266,2.210896619354528,2.4256799667875697,4.018393978511926,0.3781604207092715,2.245164528099566,2017-10-23,0.0,1.0,-0.7202047409568352,0.4220430688610408,1.425392789423648,2.571989038838757,1.808331465249711,2.7129399055108276,4.005342024382835,2.3621664575310573
74,-0.012721480712861595,-0.21610266059903124,1.0003527519784778,0.7528331540544039,1.223501193591638,2.3290542067686317,2.427976156833361,4.017117804779444,0.5277266453998886,2.2486133841539613,2017-10-24,0.2732,1.0,-0.7859161353268103,0.09018800615554351,1.3683849935486774,2.524162592025283,1.7401107533942652,2.9311416988648165,3.969817707025677,2.0598769578174356
75,0.043498971016806116,-0.40383542743353523,1.0124367497979907,0.5546221357746646,1.2977525925903841,2.49954348273061,2.455719352472669,4.0046448446663945,0.7982002109594417,2.2161407884153754,2017-10-25,0.248034731746615,1.0850943541923983,-0.7862073127837983,-0.25119518924684625,1.3930479299450043,2.4752412898823946,1.9198475262712478,3.1293501044038763,3.9211232498390274,1.6681751621575207
