date,zero_balance_addresses_all_time,unique_addresses_all_time,new_addresses,active_addresses,transaction_count,transaction_count_all_time,large_transaction_count,average_transaction_value,block_height,hashrate,difficulty,block_time,block_size,current_supply
2017-08-17,267043919,294857114,477120,879024,347319,247478572,13517,8.0354963367594,481020,8282275.741987,923233068448.905,478.76404494382,978681,16512752.2953032
2017-08-18,267407630,295291561,434447,763319,312250,247790822,13340,8.54853165335702,481169,6824246.05405971,923233068448.905,581.054054054054,959987,16514614.7953032
2017-08-19,267750391,295666056,374495,721026,266832,248057654,11517,8.8167458875618,481320,6900497.42254268,923233068448.905,574.633333333333,966455,16516502.2953033
2017-08-20,268042327,295975378,309322,621899,210852,248268506,9217,8.45881869964145,481450,6117465.5901863,923233068448.905,648.186046511628,961449,16518127.2953032
2017-08-21,268322590,296331892,356514,637529,236772,248505278,12336,10.5502116146594,481565,5412864.80093173,923233068448.905,732.561403508772,976486,16519564.7953032
2017-08-22,268552624,296634327,302435,532361,196283,248701561,8703,9.39061216573142,481654,4055066.33892102,923233068448.905,977.852272727273,998175,16520677.2953032
2017-08-23,268968778,297087837,453510,846625,315734,249017295,13880,7.48674367860345,481813,7299178.89413928,923233068448.905,543.246835443038,986510,16522664.7953025
2017-08-24,269228389,297398413,310576,550862,203805,249221100,10095,8.08952940401021,481914,4503955.98577299,891643263405.002,850.27,938809,16523927.2953025
2017-08-25,269454308,297718681,320268,580873,208169,249429269,9183,6.818775921748,482015,4582735.55484479,888171856257.321,832.4,928758,16525189.7953025
2017-08-26,269734083,298057600,338919,620764,226485,249655754,10345,6.19419649125801,482120,4697256.46631729,888171856257.321,812.105769230769,998218,16526502.2953025
2017-08-27,270114073,298425329,367729,767714,261891,249917645,8790,4.90719583942472,482275,6842057.27558038,888171856257.321,557.532467532468,990802,16528439.7953025
2017-08-28,270403196,298766287,340958,657289,223771,250141416,11061,7.68847696895996,482404,5810892.10393153,888171856257.321,656.46875,981300,16530052.2953025
2017-08-29,270795416,299188729,422442,802531,281116,250422532,14059,6.96621074893144,482553,6553044.81772425,888171856257.321,582.121621621622,998177,16531914.7953025
2017-08-30,271203742,299592899,404170,804606,271466,250693998,14105,6.03640904181047,482721,7488447.71623019,888171856257.321,509.407185628743,983372,16534014.7953025
2017-08-31,271596758,300011025,418126,802342,280724,250974722,14601,6.37407445081276,482884,7233547.03493017,888171856257.321,527.358024691358,981641,16536052.2953025
2017-09-01,271966438,300428558,417533,787641,283670,251258392,16243,6.35400615525019,483058,7826122.14791029,888171856257.321,487.42774566474,971879,16538227.2953025
2017-09-02,272262471,300781862,353304,700573,236811,251495203,12493,6.6732788890946,483222,7300159.19417678,888171856257.321,522.546012269939,809001,16540277.2953025
2017-09-03,272537047,301072910,291048,590837,195289,251690492,10244,7.29663852682501,483376,6830404.08910073,888171856257.321,558.483660130719,765766,16542202.2953025
2017-09-04,272890404,301462330,389420,758033,269280,251959772,16013,8.98972592153268,483551,7723349.96332819,888171856257.321,493.913793103449,927660,16544389.7953025
2017-09-05,273253594,301872715,410385,789682,277948,252237720,19678,23.3610245043059,483748,8786564.56896747,888171856257.321,434.147959183674,763565,16546852.2953025
2017-09-06,273630311,302287074,414359,780740,276225,252513945,16427,9.1246149661657,483910,7260476.53042943,903315386419.503,534.360248447205,904135,16548877.2953025
2017-09-07,274038680,302667376,380302,773169,256374,252770319,14366,8.71036951999797,484086,8131047.20667712,922724699725.963,487.4,810041,16551077.2953025
2017-09-08,274422849,303068203,400827,831233,279488,253049807,13791,7.75820677465093,484261,8089136.26385669,922724699725.963,489.925287356322,913187,16553264.7953025
2017-09-09,274717694,303384455,316252,631540,217890,253267697,11498,8.48936067942953,484430,7714635.2343926,922724699725.963,513.708333333333,731735,16555377.2953025
2017-09-10,274976323,303666611,282156,562566,193240,253460937,10229,8.40002095234072,484568,6317233.14603608,922724699725.963,627.343065693431,784202,16557102.2953025
2017-09-11,275319694,304037704,371093,740040,253492,253714429,13879,10.6196862138298,484742,8019692.44337365,922724699725.963,494.167630057803,829352,16559277.2953025
2017-09-12,275656332,304420020,382316,715977,256230,253970659,12090,9.48734285885244,484930,8695741.16040996,922724699725.963,455.748663101604,711239,16561627.2953025
2017-09-13,275995782,304801872,381852,723604,263320,254233979,12287,10.7519857359913,485120,8764473.68054442,922724699725.963,452.174603174603,713780,16564002.2953025
2017-09-14,276375997,305191076,389204,778850,268068,254502047,13268,11.9378108703981,485294,8047555.92084579,922724699725.963,492.456647398844,802350,16566177.2953025
2017-09-15,276751991,305618360,427284,839597,292079,254794126,14789,12.1015632249167,485474,8322266.08549581,922724699725.963,476.201117318436,844177,16568427.2953025
2017-09-16,277052022,305954902,336542,651462,228257,255022383,11620,9.81633375376549,485643,7755342.62823278,922724699725.963,511.011904761905,701067,16570539.7953025
2017-09-17,277318045,306249675,294773,592822,197683,255220066,10889,8.79627928810237,485819,8147572.56048408,922724699725.963,486.411428571428,581463,16572739.7953025
2017-09-18,277626770,306586076,336401,677054,218204,255438270,13561,10.6962168166074,485946,6686947.54933319,1052185622755.0,675.809523809524,911992,16574327.2953025
2017-09-19,278016750,307001793,415717,793721,282917,255721187,11778,6.79805245139366,486102,8608212.54424971,1103400932964.29,550.529032258064,956767,16576277.2953025
2017-09-20,278315031,307355806,354013,625106,235723,255956910,11474,8.22824613663066,486219,6608708.83340433,1103400932964.29,717.094827586207,948245,16577739.7953025
2017-09-21,278647466,307730776,374970,699463,255257,256212167,9931,7.57169280114336,486395,9737321.5208823,1103400932964.29,486.691428571429,767394,16579939.7953025
2017-09-22,278930268,308072445,341669,653300,227615,256439782,9710,8.2390669757773,486534,7698640.20955089,1103400932964.29,615.572463768116,802007,16581677.2953025
2017-09-23,279197181,308367289,294844,572873,203861,256643643,6788,6.44806059231481,486700,9077415.22184872,1103400932964.29,522.072727272727,630479,16583752.2953025
2017-09-24,279451225,308637494,270205,536331,185277,256828920,6756,6.04110046102333,486845,7966033.74333038,1103400932964.29,594.909722222222,656781,16585564.7953025
2017-09-25,279743363,308979222,341728,661983,226603,257055523,10888,8.80696602163083,486970,7019923.2390096,1103400932964.29,675.08870967742,916413,16587127.2953025
2017-09-26,280102740,309365957,386735,734006,263648,257319171,12091,7.94015881440451,487108,7562288.49255342,1103400932964.29,626.671532846715,962231,16588852.2953025
2017-09-27,280419033,309747098,381141,696320,257961,257577132,13227,8.40818797933986,487255,8189574.06591386,1103400932964.29,578.671232876712,848984,16590689.7953025
2017-09-28,280789444,310151437,404339,764653,275976,257853108,13711,8.34438900833768,487432,9848582.85720303,1103400932964.29,481.193181818182,843941,16592902.2953025
2017-09-29,281110837,310528798,377361,749352,254438,258107546,12647,7.70593522637476,487601,9383303.45442921,1103400932964.29,505.053571428572,832814,16595014.7953025
2017-09-30,281399080,310848280,319482,632166,212678,258320224,10612,7.80965083299735,487739,7612563.65260451,1103400932964.29,622.532846715329,786213,16596739.7953025
2017-10-01,281687977,311147214,298934,627850,203653,258523877,9299,7.06647707178195,487869,7176785.84773981,1103400932964.29,660.333333333333,912847,16598364.7953025
2017-10-02,282064220,311562077,414863,818801,295002,258818879,15882,6.87694201853357,488019,8479667.12702736,1123590453770.72,569.10067114094,1001502,16600239.7953025
2017-10-03,282433507,311974952,412875,789969,282132,259101011,10762,5.75154637770799,488202,10286112.4027007,1123863285132.97,469.269230769231,875862,16602527.2953025
2017-10-04,282727379,312322698,347746,642436,232826,259333837,10226,6.30853401465373,488336,7438217.97600738,1123863285132.97,648.93984962406,837474,16604202.2953025
2017-10-05,283065844,312715537,392839,731053,273243,259607080,10341,6.09937574511142,488461,7027456.80267964,1123863285132.97,686.870967741936,1018034,16605764.7953025
2017-10-06,283439124,313120853,405316,823148,283699,259890779,10740,4.87498026480996,488620,8899068.34998135,1123863285132.97,542.411392405063,920435,16607752.2953025
2017-10-07,283728716,313475606,354753,675356,231226,260122005,7917,4.56490855019976,488778,8916196.25397884,1123863285132.97,541.369426751592,836508,16609727.2953025
2017-10-08,284050604,313808948,333342,693180,238385,260360390,9038,5.34266810820928,488960,10287048.6980177,1123863285132.97,469.226519337017,764419,16612002.2953025
2017-10-09,284433625,314221705,412757,804344,296946,260657336,14373,8.63463012548042,489121,8982263.36641849,1123863285132.97,537.3875,921536,16614014.7953025
2017-10-10,284830209,314647178,425473,830235,303101,260960437,14377,6.44105320583805,489281,9036157.21100339,1123863285132.97,534.182389937107,964272,16616014.7953025
2017-10-11,285185980,315071724,424546,785188,292459,261252896,12809,6.08100336012884,489420,7830256.67762229,1123863285132.97,616.449275362319,1016095,16617752.2953025
2017-10-12,285555646,315499469,427745,787272,293164,261546060,16226,6.75238012306088,489573,8539705.29741637,1123863285132.97,565.236842105263,977542,16619664.7953025
2017-10-13,285891139,315950864,451395,822103,309819,261855879,19325,6.36269364941078,489709,7596897.38975325,1123863285132.97,635.385185185185,1025495,16621364.7953025
2017-10-14,286246167,316362090,411226,802715,293140,262149019,15853,5.17975436980702,489850,7874224.81298249,1123863285132.97,613.007142857143,1023221,16623127.2953025
2017-10-15,286627376,316761592,399502,830841,283473,262432492,13183,4.67298107271158,490045,11452043.4518793,1182954806243.74,443.654639175258,893767,16625564.7953025
2017-10-16,287017371,317213811,452219,854172,314725,262747217,14752,6.11710402328795,490219,10347961.6949504,1196792694098.79,496.734104046243,917763,16627739.7953025
2017-10-17,287424782,317693367,479556,878772,334438,263081655,20630,8.45051081859926,490383,9762878.506678,1196792694098.79,526.503067484663,986573,16629789.7953025
2017-10-18,287793694,318158169,464802,822776,329579,263411234,19745,6.53668244002455,490534,9201028.92893515,1196792694098.79,558.653333333333,1017521,16631677.2953025
2017-10-19,288225162,318649319,491150,914723,356985,263768219,18741,5.35403971449887,490712,10589438.9955486,1196792694098.79,485.406779661017,994041,16633902.2953025
2017-10-20,288579931,319077522,428203,854048,312409,264080628,20297,6.16898815674641,490891,10709471.8222464,1196792694098.79,479.966292134831,993012,16636139.7953025
2017-10-21,288946367,319504348,426826,809071,312257,264392885,17194,5.00417476546745,491044,9100216.5620271,1196792694098.79,564.842105263158,1040078,16638052.2953025
2017-10-22,289416240,319891293,386945,909573,289131,264682016,16305,5.18520841737925,491226,10862505.2201464,1196792694098.79,473.204419889502,1005286,16640327.2953025
2017-10-23,289816183,320351858,460565,881597,316096,264998112,26574,9.47439492130619,491397,10217861.6909709,1196792694098.79,503.058823529412,972171,16642464.7953025
2017-10-24,290267105,320858037,506179,962656,347220,265345332,22190,7.44782013733276,491564,9911265.86852103,1196792694098.79,518.620481927711,1041011,16644552.2953025
2017-10-25,290716311,321310369,452332,926100,315415,265660747,15394,6.2927355400194,491749,11001187.9280379,1196792694098.79,467.239130434783,969675,16646864.7953025
2017-10-26,291042466,321700682,390313,738100,265827,265926574,15289,6.56035563537128,491929,11067862.8470536,1233777273050.04,478.776536312849,732356,16649114.7953025
2017-10-27,291303567,322072880,372198,675820,246692,266173266,15675,8.12339769793325,492033,7611615.99977779,1452839779145.92,819.78640776699,1031948,16650414.7953025
2017-10-28,291524935,322378000,305120,557169,207066,266380332,12629,6.84658906794104,492118,6095210.64692659,1452839779145.92,1023.7380952381,1007806,16651477.2953025
2017-10-29,291942129,322851143,473143,924869,334025,266714357,15710,4.96956786198018,492272,11152830.5258898,1452839779145.92,559.490196078431,1018008,16653402.2953025
2017-10-30,292324291,323332095,480952,895467,316077,267030434,17135,5.87067147386811,492419,10672617.5104896,1452839779145.92,584.664383561644,1028509,16655239.7953025
2017-10-31,292700812,323764939,432844,833764,277535,267307969,19076,6.9061072536466,492557,9997032.10395106,1452839779145.92,624.175182481752,1036997,16656964.7953025
2017-11-01,293133159,324290156,525217,967634,351529,267659498,21792,6.23364876143897,492713,11770529.3580715,1452839779145.92,530.129032258064,1043786,16658914.7953025
2017-11-02,293544750,324809474,519318,922062,341474,268000972,22645,6.59311738229751,492863,10981715.7592594,1452839779145.92,568.208053691275,1037395,16660789.7953025
2017-11-03,293843083,325251079,441605,821734,277598,268278570,18684,10.9400269791361,492982,8653387.88627944,1452839779145.92,721.093220338983,1046605,16662277.2953025
2017-11-04,294210142,325687544,436465,805930,294121,268572691,15903,19.6040722867669,493112,9509569.43707898,1452839779145.92,656.170542635659,1028248,16663902.2953025
2017-11-05,294577745,326069474,381930,808762,251728,268824419,17054,24.1428252778789,493253,10189492.0018469,1452839779145.92,612.385714285714,1042667,16665664.7953025
2017-11-06,294932350,326490813,421339,829421,271029,269095448,16922,10.2669772840983,493386,9960778.22960499,1452839779145.92,626.446969696969,1044553,16667327.2953025
2017-11-07,295354476,326992805,501992,947186,335636,269431084,18747,10.4989873430369,493542,11333705.1613337,1452839779145.92,550.56129032258,1026380,16669277.2953025
2017-11-08,295735874,327449525,456720,866204,301346,269732430,20472,14.1608759863035,493686,10473193.4095426,1452839779145.92,595.797202797203,1026831,16671077.2953025
2017-11-09,296151457,327963845,514320,949958,341281,270073711,20389,6.55708806426273,493839,11000390.8483949,1452839779145.92,567.243421052632,1024794,16672989.7953025
2017-11-10,296473345,328385951,422106,798478,271745,270345456,25049,8.58875333109802,493959,8804228.05607047,1423367213139.0,694.361344537815,1050013,16674489.7953025
2017-11-11,296690993,328687197,301246,580285,194634,270540090,15049,8.55390306787571,494039,5644788.8054899,1364422081125.15,1038.15189873418,1058251,16675489.7953025
2017-11-12,296913364,328994541,307344,600267,185966,270726056,12959,11.2274858153936,494119,5451108.10443492,1364422081125.15,1075.03797468354,1053113,16676489.7953025
2017-11-13,297290405,329473172,478631,922985,309299,271035355,19851,14.1421527383474,494259,9469873.07100789,1364422081125.15,618.820143884892,1041787,16678239.7953025
2017-11-14,297639043,329891168,417996,820592,271995,271307350,19386,14.1956618207268,494387,8839465.80532503,1364422081125.15,662.952755905512,1027411,16679839.7953025
2017-11-15,298054436,330380197,489029,954914,321788,271629138,23901,10.6371246298195,494539,10338135.6248369,1364422081125.15,566.847682119205,1045910,16681739.7953025
2017-11-16,298452910,330843443,463246,907546,310396,271939534,26554,12.3003979189511,494691,10411728.3492251,1364422081125.15,562.841059602649,1022789,16683639.7953025
2017-11-17,298900906,331296374,452931,996197,306617,272246151,21917,12.4527328657169,494858,11331740.6043133,1364422081125.15,517.144578313253,1034528,16685727.2953025
2017-11-18,299272456,331710734,414360,853524,270874,272517025,18785,10.027222610967,494994,9454449.9588934,1364422081125.15,619.82962962963,1047779,16687427.2953025
2017-11-19,299708726,332109073,398339,912452,264855,272781880,26273,20.5477141198898,495154,10901261.9938843,1364422081125.15,537.566037735849,1042986,16689427.2953025
2017-11-20,300158575,332610333,501260,993656,336204,273118084,29591,12.5644615329749,495329,12163640.1442086,1364422081125.15,481.775862068965,1018682,16691614.7953025
2017-11-21,300611864,333151300,540967,1002106,371091,273489175,28063,9.80145980877397,495502,11773826.2707906,1364422081125.15,497.726744186047,1055894,16693777.2953025
2017-11-22,301005966,333618544,467244,875893,312033,273801208,31284,11.2416982760177,495650,10007106.9526712,1364422081125.15,585.598639455782,1065519,16695627.2953025
2017-11-23,301438716,334140854,522310,964629,352207,274153415,30726,9.67317228362926,495807,10721291.9472035,1364422081125.15,546.589743589744,1056894,16697589.7953025
2017-11-24,301831777,334601010,460156,917417,305735,274459150,24490,8.75872520685044,495956,10181477.7865566,1361966821649.32,574.533783783784,1048611,16699452.2953025
2017-11-25,302275096,335095433,494423,945295,336689,274795839,32089,8.61304543139384,496112,10415295.5300035,1347001430558.57,555.464516129033,1047860,16701402.2953025
2017-11-26,302696064,335601682,506249,942272,329677,275125516,27459,6.21916393218966,496265,10219287.8323181,1347001430558.57,566.118421052632,1042223,16703314.7953025
2017-11-27,303169379,336195034,593352,1064910,379256,275504772,28388,6.39775024392112,496435,11419031.0730129,1347001430558.57,506.639053254438,1047396,16705439.7953025
2017-11-28,303612506,336776947,581913,1030379,365977,275870749,33859,7.8718928754801,496591,10498211.1201132,1347001430558.57,551.077419354839,1062805,16707389.7953025
2017-11-29,304100305,337419505,642558,1136365,398090,276268839,37662,8.19423482731031,496764,11611429.2026565,1347001430558.57,498.244186046512,1064409,16709552.2953018
2017-11-30,304558228,338012487,592982,1089772,384386,276653225,32494,7.0184458505726,496931,11331197.3152626,1347001430558.57,510.566265060241,1068302,16711639.7953018
2017-12-01,305047094,338621474,608987,1149321,412908,277066133,30954,5.61654875814535,497114,12231703.8489858,1347001430558.57,472.978021978022,1068084,16713927.2953018
2017-12-02,305496252,339109926,488452,965635,326354,277392487,31381,6.56584695526165,497275,10800321.269296,1347001430558.57,535.6625,1036298,16715939.7953018
2017-12-03,305939640,339649758,539832,1032301,353044,277745531,23273,5.29810478107324,497451,11777260.9909265,1347001430558.57,491.228571428571,1047375,16718139.7953018
2017-12-04,306439825,340271118,621360,1154127,400686,278146217,40778,6.52219987546865,497632,12074006.0818172,1347001430558.57,479.155555555555,1068300,16720402.2953018
2017-12-05,306923957,340908063,636945,1162235,405709,278551926,49488,7.43385718602774,497810,12117230.2654048,1347001430558.57,477.446327683616,1058658,16722627.2953018
2017-12-06,307447849,341617732,709669,1243969,443587,278995513,67807,7.96125896673113,497998,13189188.9915311,1407975304733.45,458.497326203209,1059046,16724977.2953018
2017-12-07,307875603,342262351,644619,1074279,374917,279370430,52737,9.1993933546573,498150,12226967.0951357,1590896927258.08,558.834437086092,1045256,16726877.2953018
2017-12-08,308316420,342922946,660595,1129057,385092,279755522,35418,6.47228977386809,498306,12305720.0075693,1590896927258.08,555.258064516129,1051352,16728827.2953018
2017-12-09,308814981,343558385,635439,1192760,403399,280158921,35061,7.17693872345881,498480,13760032.330093,1590896927258.08,496.572254335261,1051266,16731002.2953018
2017-12-10,309276200,344086150,527765,1081860,341420,280500341,30551,5.82178864864249,498644,13005378.3909304,1590896927258.08,525.386503067484,1056458,16733052.2953018
2017-12-11,309717492,344686987,600837,1157672,368598,280868939,42505,7.29228799426267,498815,13513711.0447166,1590896927258.08,505.623529411765,1060447,16735189.7953018
2017-12-12,310136099,345300568,613581,1101611,372977,281241916,59792,8.85343937326993,498971,12634105.4594104,1590896927258.08,540.825806451613,1061313,16737139.7953018
2017-12-13,310667310,345986295,685727,1266277,424579,281666495,74071,7.69597815341776,499157,14718083.2809522,1590896927258.08,464.248648648649,1057064,16739464.7953018
2017-12-14,311214842,346790223,803928,1289172,490644,282157139,46769,5.99934503780126,499342,14703581.6246109,1590896927258.08,464.70652173913,1041837,16741777.2953018
2017-12-15,311711132,347454318,664095,1186295,405676,282562815,40643,6.79519932044888,499511,13381190.9403853,1590896927258.08,510.630952380952,1057938,16743889.795301
2017-12-16,312242060,348037869,583551,1142998,364222,282927037,40068,6.4688649305979,499682,13559299.9236539,1590896927258.08,503.923529411765,1056583,16746027.295301
2017-12-17,312757868,348667415,629546,1182589,391910,283318947,41159,6.09594793509413,499867,14856479.6917494,1590896927258.08,459.923913043478,1041074,16748339.795301
2017-12-18,313270856,349319186,651771,1204506,394239,283713186,46289,7.62418558273641,500049,15642525.0155664,1718045833483.41,471.723756906077,1042035,16750614.795301
2017-12-19,313657115,349960062,640876,1054026,378622,284091808,43037,5.24242576998772,500189,13149169.4715252,1873105475221.61,611.820143884892,1060159,16752364.795301
2017-12-20,314046725,350571573,611511,1030900,370277,284462085,38466,6.01677981103415,500325,12791985.0219638,1873105475221.61,628.903703703704,1072800,16754064.795301
2017-12-21,314396152,351150773,579200,1006303,335482,284797567,33960,5.33884509267731,500457,12406533.6249221,1873105475221.61,648.442748091603,1038692,16755714.795301
2017-12-22,314841131,351768557,617784,1118979,380648,285178215,30981,4.99595150949652,500612,14474364.0995566,1873105475221.61,555.805194805195,1062319,16757652.295301
2017-12-23,315225440,352258885,490328,989778,308211,285486426,27493,5.77925273135203,500751,13093215.0746401,1873105475221.61,614.434782608696,1060037,16759389.795301
2017-12-24,315666188,352680297,421412,1028472,279523,285765949,23158,5.10630082294913,500903,14197869.8292836,1873105475221.61,566.629139072848,1064142,16761289.795301
2017-12-25,316037372,353030728,350431,884229,228926,285994875,26051,7.90922436938425,501038,12615653.2466178,1873105475221.61,637.694029850746,1050745,16762977.295301
2017-12-26,316416322,353425997,395269,917770,247440,286242315,29875,8.83132032247329,501180,13330528.6320025,1873105475221.61,603.496453900709,1050313,16764752.295301
2017-12-27,316839963,353937061,511064,1036878,307642,286549957,30449,7.55288165595858,501336,14593416.3574553,1873105475221.61,551.270967741935,1067594,16766702.295301
2017-12-28,317255954,354436445,499384,1008308,305053,286855010,29146,6.77724026368382,501485,13938436.9388358,1873105475221.61,577.175675675676,1083203,16768564.795301
2017-12-29,317697396,355004038,567593,1100149,353824,287208834,30354,6.53165884515584,501650,15560052.6973983,1873105475221.61,517.024390243902,1047753,16770627.295301
2017-12-30,318094480,355556029,551991,1014272,344407,287553241,28708,6.51543767654812,501797,13650999.5894233,1873105475221.61,589.328767123288,1036882,16772452.295301
2017-12-31,318526698,356000123,444094,1011390,290422,287843663,23855,5.64050087889747,501960,15290769.2419805,1873105475221.61,526.12962962963,1037056,16774489.795301
2018-01-01,318969091,356379364,379241,971215,241757,288085420,20176,6.96254846572128,502116,14973621.295306,1922580604980.53,551.464516129032,1043382,16776439.795301
2018-01-02,319437319,356947768,568404,1147833,340980,288426400,33245,7.44013899835647,502287,16459371.8131287,1931136454487.72,503.917647058824,1041367,16778577.295301
2018-01-03,319859508,357601795,654027,1138158,395963,288822363,34527,7.11400967357251,502444,15099135.2259525,1931136454487.72,549.314102564102,1065513,16780539.795301
2018-01-04,320289391,358312642,710847,1261665,425008,289247371,41084,6.4418210041666,502612,16148365.3977857,1931136454487.72,513.622754491018,1065832,16782639.795301
2018-01-05,320652054,358908977,596335,1074215,342707,289590078,37818,8.52398910563531,502755,13780105.5832128,1931136454487.72,601.894366197183,1067635,16784427.2953002
2018-01-06,321114225,359504397,595420,1178753,358847,289948925,35141,8.30330220315193,502923,16141214.5245484,1931136454487.72,513.850299401197,1054609,16786527.2953002
2018-01-07,321551002,360129289,624892,1133382,368187,290317112,29813,7.48853008013086,503085,15559296.1700485,1931136454487.72,533.068322981366,1047738,16788552.2953002
2018-01-08,321986259,360712869,583580,1165435,345672,290662784,31496,7.29282930547907,503251,15955901.9023294,1931136454487.72,519.818181818182,1050648,16790627.2953002
2018-01-09,322413530,361334492,621623,1156807,360265,291023049,36391,6.23433230835482,503415,15833199.0856983,1931136454487.72,523.846625766871,1054599,16792677.2953002
2018-01-10,322848098,361922283,587791,1131299,347393,291370442,36237,6.22631935805264,503581,16007786.765578,1931136454487.72,518.133333333333,1058194,16794752.2953002
2018-01-11,323406326,362479068,556785,1230730,337959,291708401,31985,5.49904124747206,503774,18487331.4050375,1931136454487.72,448.640625,1057117,16797164.7953002
2018-01-12,323923781,362973858,494790,1158813,300091,292008492,29852,5.92992031798398,503952,17043800.0946938,1931136454487.72,486.638418079096,1054668,16799389.7953002
2018-01-13,324344510,363411002,437144,948768,265735,292274227,23978,5.13706397443788,504101,16018061.0478031,2134254177773.78,572.263513513513,1014637,16801252.2953002
2018-01-14,324789116,363795011,384009,972468,235045,292509272,21337,5.39970133067979,504256,17495447.2326264,2227847638503.63,546.915584415584,1050657,16803189.7953002
2018-01-15,325215994,364248130,453119,959309,273623,292782895,27660,5.47399220148208,504406,16727222.7825929,2227847638503.63,572.033557046979,1059330,16805064.7953003
2018-01-16,325648389,364729820,481690,1006185,303725,293086620,29873,9.51283756395565,504565,17669594.4900052,2227847638503.63,541.525316455696,1050054,16807052.2953002
2018-01-17,326113581,365236357,506537,1097689,315771,293402391,25883,7.82062378828277,504732,18596642.5811606,2227847638503.63,514.530120481928,1062211,16809139.7953002
2018-01-18,326573009,365728005,491648,1060979,309495,293711886,29821,6.96852679538791,504905,19288457.4582966,2227847638503.63,496.075581395349,1050848,16811302.2953002
2018-01-19,327068971,366111025,383020,1033373,243619,293955505,23531,8.01866647984821,505070,18319394.941004,2227847638503.63,522.317073170732,1048356,16813364.7953002
2018-01-20,327535767,366488633,377608,979236,240611,294196116,20205,6.06945526007705,505248,19783320.6364795,2227847638503.63,483.666666666667,1106568,16815589.7953002
2018-01-21,328044827,366816326,327693,991753,215622,294411738,17386,5.1410573664479,505435,20717378.1935949,2227847638503.63,461.860215053764,1077492,16817927.2953002
2018-01-22,328510440,367190645,374319,951619,245562,294657300,21423,6.21241069793001,505602,18803585.0476145,2227847638503.63,508.867469879518,1081038,16820014.7953002
2018-01-23,328966868,367577815,387170,937619,271936,294929236,20844,5.66131170444196,505779,19525580.1646457,2227847638503.63,490.051136363636,1070344,16822227.2953002
2018-01-24,329423315,367964986,387171,953050,250423,295179659,20942,6.00090133043119,505955,19501918.5315291,2227847638503.63,490.645714285714,1069993,16824427.2953002
2018-01-25,329811609,368321655,356669,847796,236580,295416239,20547,5.73797580792235,506113,19675514.1383438,2460585023617.97,537.12101910828,1110326,16826402.2953002
2018-01-26,330196231,368662632,340977,813618,220459,295636698,17797,7.72106100857697,506268,20147210.4250441,2603077300218.59,554.922077922077,1042627,16828339.7953002
2018-01-27,330573428,369054089,391457,876974,193578,295830276,12672,7.04264465991073,506425,20820606.5830654,2603077300218.59,536.974358974359,1038547,16830302.2953002
2018-01-28,330907397,369372115,318026,777053,213446,296043722,13070,14.6590055391964,506583,20357217.2959224,2603077300218.59,549.197452229299,1031008,16832277.2953002
2018-01-29,331252910,369720270,348155,785522,232176,296275898,16271,8.36024762552163,506731,19244263.9476075,2603077300218.59,580.959183673469,1018173,16834127.2953002
2018-01-30,331656719,370078537,358267,845783,236609,296512507,15796,9.97287197917349,506898,21529934.5829423,2603077300218.59,519.283132530121,987508,16836214.7953002
2018-01-31,331950937,370395676,317139,681635,204276,296716783,13443,8.74164603961576,507015,15159678.0478353,2603077300218.59,737.491379310345,1042831,16837677.2953002
2018-02-01,332313884,370785230,389554,848865,257664,296974447,15023,8.50182126785542,507175,20771929.6541256,2603077300218.59,538.232704402516,1053963,16839677.2953002
2018-02-02,332699404,371139450,354220,859632,235918,297210365,14968,6.19196661380255,507343,21660135.5335631,2603077300218.59,516.161676646707,1022478,16841777.2953002
2018-02-03,333021562,371422059,282609,722943,194891,297405256,11632,4.66949463657193,507501,20679312.2621507,2603077300218.59,540.643312101911,996566,16843752.2953002
2018-02-04,333381752,371674710,252651,727585,173687,297578943,9911,5.59770451828519,507679,23111856.0836186,2603077300218.59,483.74011299435,990487,16845977.2953002
2018-02-05,333847390,371987641,312931,910410,216363,297795306,12984,8.54542003252705,507864,24154241.2519566,2603077300218.59,462.864130434783,1102733,16848289.7952994
2018-02-06,334327447,372352154,364513,1007028,244120,298039426,13306,7.84176886904195,508034,22166651.456893,2607870187292.66,505.295857988166,1067524,16850414.7952995
2018-02-07,334716683,372671149,318995,819765,213719,298253145,11710,5.42821140127719,508175,20180358.8307124,2874674234415.94,611.814285714286,1071722,16852177.2952994
2018-02-08,335088259,372931252,260103,750412,173289,298426434,10564,6.7604380776347,508306,18789358.2254535,2874674234415.94,657.107692307692,1048305,16853814.7952995
2018-02-09,335432903,373211174,279922,778811,177860,298604294,10938,6.43293979730299,508441,19374750.1445688,2874674234415.94,637.253731343283,1076192,16855502.2952994
2018-02-10,335788775,373488209,277035,746239,181783,298786077,9857,8.46056231847918,508584,20378716.2792076,2874674234415.94,605.859154929577,1034792,16857289.7952995
2018-02-11,336216091,373717697,229488,821981,147208,298933285,7898,9.50087667687109,508735,21622570.3555189,2874674234415.94,571.006666666666,1006919,16859177.2952995
2018-02-12,336711435,374006877,289180,918494,186918,299120203,10414,8.95976751686189,508901,23820146.9864904,2874674234415.94,518.327272727273,1041291,16861252.2952995
2018-02-13,337162720,374288637,281760,856261,182984,299303187,10686,7.19058988430273,509065,24067508.4278173,2874674234415.94,513.0,1032956,16863302.2952994
